"selec","View","Channel","bottom.freq","top.freq","Peak Freq (Hz)","Delta Time (s)","Delta Freq (Hz)","start","end","Adulto","Polluelo","Clicks","Sobrelapamiento","Lejos","Agua/Viento","Otro animal","selec.file","sound.files"
34,"Spectrogram 1",1,0,10.588366,3143.848,0.5058,10588.366,70.426900433,70.932680761,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
35,"Spectrogram 1",1,0,10.588366,3186.914,0.5419,10588.366,70.932680761,71.474588255,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
36,"Spectrogram 1",1,0,10.479208,3100.781,0.7045,10479.208,71.474588255,72.179067997,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
40,"Spectrogram 1",1,0,10.260891,2368.652,1.8605,10260.891,74.544197583,76.404746645,"y","y","n","n","y","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
42,"Spectrogram 1",1,0,10.697525,2110.254,0.5238,10697.525,87.441595981,87.965439892,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
43,"Spectrogram 1",1,0,10.697525,1765.723,0.6503,10697.525,87.929312725,88.579601718,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
46,"Spectrogram 1",1,0,10.479208,2928.516,0.56,10479.208,98.532636136,99.092607213,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
47,"Spectrogram 1",1,0,10.697525,1550.391,0.6864,10697.525,99.056480047,99.742896206,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
54,"Spectrogram 1",1,0,10.37005,1464.258,0.5419,10370.05,114.157635614,114.699543108,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
55,"Spectrogram 1",1,0,10.588366,3229.98,0.7045,10588.366,114.717606691,115.422086433,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
59,"Spectrogram 1",1,0,10.479208,1808.789,0.56,10479.208,148.026854124,148.586825201,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
60,"Spectrogram 1",1,0,10.697525,1765.723,0.56,10697.525,148.604888784,149.164859861,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
61,"Spectrogram 1",1,0,10.915842,1851.855,0.4516,10915.842,149.182923445,149.634513023,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
72,"Spectrogram 1",1,0,10.588366,1679.59,0.5238,10588.366,179.654482163,180.178326074,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
73,"Spectrogram 1",1,0,10.697525,2239.453,0.7767,10697.525,180.178326074,180.955060149,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
79,"Spectrogram 1",1,0,10.260891,645.996,0.2529,10260.891,214.770087845,215.022978009,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
81,"Spectrogram 1",1,0,10.37005,645.996,1.1199,10370.05,220.134972036,221.25491419,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
84,"Spectrogram 1",1,0,10.697525,3057.715,0.5058,10697.525,234.152312505,234.658092833,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
85,"Spectrogram 1",1,0,10.588366,1636.523,0.4877,10588.366,234.658092833,235.145809578,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
86,"Spectrogram 1",1,0,10.915842,5254.102,0.3613,10915.842,235.145809578,235.50708124,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
93,"Spectrogram 1",1,0,10.479208,1507.324,0.4877,10479.208,244.015028896,244.50274564,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
94,"Spectrogram 1",1,0,10.697525,1464.258,0.5961,10697.525,244.520809223,245.116907467,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
96,"Spectrogram 1",1,0,10.697525,1421.191,0.5238,10697.525,246.580057769,247.10390168,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
97,"Spectrogram 1",1,0,10.915842,1636.523,0.4877,10915.842,247.085838097,247.573554841,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-31.Table.1.selections.txt","ZOOM0020_TrLR-31.wav"
28,"Spectrogram 1",1,0,10.915842,645.996,0.8941,10915.842,71.285454903,72.179556652,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
30,"Spectrogram 1",1,0,10.806683,3143.848,0.396,10806.683,104.533267022,104.929226368,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
31,"Spectrogram 1",1,0,10.915842,1851.855,0.4854,10915.842,104.929226368,105.414595889,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
33,"Spectrogram 1",1,0,10.697525,1808.789,0.4215,10697.525,106.040467113,106.461972223,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
34,"Spectrogram 1",1,0,10.588366,1894.922,0.5109,10588.366,106.474745106,106.985660391,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
36,"Spectrogram 1",1,0,10.479208,1765.723,0.3704,10479.208,111.405078131,111.775491712,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
37,"Spectrogram 1",1,0,10.697525,1550.391,0.3449,10697.525,111.801037477,112.145905294,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
39,"Spectrogram 1",1,0,10.479208,1593.457,0.3704,10479.208,113.857471499,114.22788508,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
40,"Spectrogram 1",1,0,10.37005,1722.656,0.3832,10370.05,114.240657962,114.623844426,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
41,"Spectrogram 1",1,0,10.588366,1894.922,0.396,10588.366,114.623844426,115.019803772,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
42,"Spectrogram 1",1,0,10.806683,1679.59,0.5365,10806.683,115.019803772,115.556264821,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
47,"Spectrogram 1",1,0,10.915842,1162.793,0.7408,10915.842,148.791304041,149.532131204,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
48,"Spectrogram 1",1,0,10.151733,1507.324,0.8302,10151.733,174.120366814,174.950604152,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
49,"Spectrogram 1",1,0,10.37005,1808.789,0.4726,10370.05,175.040014327,175.512610966,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
50,"Spectrogram 1",1,0,6.767822,1851.855,0.7153,6767.822,175.512610966,176.227892365,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
51,"Spectrogram 1",1,0,6.767822,1550.391,0.6131,6767.822,176.521668654,177.134766996,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
52,"Spectrogram 1",1,0,10.697525,3445.312,0.5876,10697.525,177.109221232,177.696773809,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
53,"Spectrogram 1",1,0,10.806683,2024.121,0.4854,10806.683,177.696773809,178.18214333,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
54,"Spectrogram 1",1,0,10.697525,3229.98,0.7025,10697.525,178.169370448,178.871878965,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
55,"Spectrogram 1",1,0,10.588366,1636.523,0.562,10588.366,180.915540105,181.477546919,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
56,"Spectrogram 1",1,0,10.806683,1765.723,0.8686,10806.683,181.477546919,182.346102903,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
57,"Spectrogram 1",1,0,10.588366,3014.648,0.5876,10588.366,183.189113106,183.776665683,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
63,"Spectrogram 1",1,0,10.479208,2497.852,0.8175,10479.208,189.754374518,190.571838974,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
71,"Spectrogram 1",1,0,10.151733,1291.992,0.1916,10151.733,235.00869567,235.200288902,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
72,"Spectrogram 1",1,0,10.151733,516.797,0.3449,10151.733,235.225834666,235.570702484,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
73,"Spectrogram 1",1,0,10.588366,1291.992,0.8941,10588.366,235.583475366,236.477577115,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
75,"Spectrogram 1",1,0,10.915842,602.93,0.8047,10915.842,247.449482843,248.254174417,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
81,"Spectrogram 1",1,0,10.697525,602.93,0.8941,10697.525,252.683733113,253.577834862,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
82,"Spectrogram 1",1,0,10.588366,1808.789,0.562,10588.366,265.477605719,266.039612533,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
84,"Spectrogram 1",1,0,10.697525,1636.523,0.4598,10697.525,271.864046764,272.323870521,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
85,"Spectrogram 1",1,0,10.697525,1593.457,0.4981,10697.525,272.336643403,272.834785806,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
86,"Spectrogram 1",1,0,10.479208,1205.859,0.8558,10479.208,272.822012924,273.677796026,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
90,"Spectrogram 1",1,0,10.588366,1248.926,0.7536,10588.366,284.087694941,284.841294986,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
93,"Spectrogram 1",1,0,10.588366,1291.992,0.9452,10588.366,291.074461463,292.019654741,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-36.Table.1.selections.txt","ZOOM0020_TrLR-36.wav"
2,"Spectrogram 1",1,0,10.697525,1076.66,0.3896,10697.525,1.290061095,1.679633999,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
3,"Spectrogram 1",1,0,10.697525,1033.594,0.3513,10697.525,1.679633999,2.030888258,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
8,"Spectrogram 1",1,0,10.479208,947.461,0.2427,10479.208,13.753868644,13.996553404,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
9,"Spectrogram 1",1,0,10.37005,2583.984,1.124,10370.05,13.990166963,15.11418059,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
10,"Spectrogram 1",1,0,10.915842,1507.324,0.5428,10915.842,15.746438256,16.289285746,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
11,"Spectrogram 1",1,0,10.915842,1076.66,0.7344,10915.842,16.768268826,17.502709548,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
15,"Spectrogram 1",1,0,10.697525,1033.594,0.5428,10697.525,21.494235132,22.037082623,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
19,"Spectrogram 1",1,0,10.915842,1033.594,0.4215,10915.842,32.600256096,33.021761206,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
20,"Spectrogram 1",1,0,10.915842,1291.992,0.5301,10915.842,34.311822301,34.841896909,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
23,"Spectrogram 1",1,0,10.915842,1464.258,0.4151,10915.842,49.351890914,49.767009583,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
26,"Spectrogram 1",1,0,10.697525,1421.191,0.8941,10697.525,52.053355484,52.947457232,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
27,"Spectrogram 1",1,0,10.37005,775.195,0.5301,10370.05,53.05602673,53.586101339,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
28,"Spectrogram 1",1,0,10.042574,990.527,0.5812,10042.574,53.796853894,54.37802003,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
29,"Spectrogram 1",1,0,10.260891,1808.789,0.7791,10260.891,54.390792808,55.169938618,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
30,"Spectrogram 1",1,0,9.387624,1248.926,0.562,9387.624,55.176325059,55.738331872,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
31,"Spectrogram 1",1,0,10.37005,947.461,0.198,10370.05,56.057653925,56.255633598,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
32,"Spectrogram 1",1,0,10.588366,689.062,0.5939,10588.366,56.26840648,56.862345499,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
33,"Spectrogram 1",1,0,10.915842,947.461,0.4023,10915.842,56.919823469,57.322169256,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
34,"Spectrogram 1",1,0,10.806683,1248.926,0.5556,10806.683,57.328555697,57.884176069,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
35,"Spectrogram 1",1,0,10.697525,1593.457,0.8366,10697.525,57.89056251,58.727186289,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
36,"Spectrogram 1",1,0,10.806683,1162.793,0.6514,10806.683,59.308352426,59.959769393,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
37,"Spectrogram 1",1,0,10.806683,1937.988,0.562,10806.683,60.60479994,61.166806753,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
38,"Spectrogram 1",1,0,10.588366,1248.926,0.2427,10588.366,61.307308457,61.549993217,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
39,"Spectrogram 1",1,0,10.588366,1378.125,0.5684,10588.366,61.549993217,62.118386472,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
44,"Spectrogram 1",1,0,10.388942,1894.922,0.7472,10388.942,78.889180493,79.636394098,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
45,"Spectrogram 1",1,0,10.706971,1679.59,0.5812,10706.971,80.051512767,80.632678904,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
48,"Spectrogram 1",1,0,10.588366,1464.258,0.6897,10588.366,95.902659418,96.592395053,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
49,"Spectrogram 1",1,0,10.697525,1076.66,0.4407,10697.525,101.854822445,102.295486878,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
53,"Spectrogram 1",1,0,10.588366,818.262,0.1987,10588.366,114.326642707,114.525342121,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
54,"Spectrogram 1",1,0,10.697525,1937.988,1.0748,10697.525,114.534373913,115.609157109,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
55,"Spectrogram 1",1,0,10.697525,689.062,0.6232,10697.525,115.798824732,116.42201835,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
56,"Spectrogram 1",1,0,10.37005,904.395,0.5058,10370.05,119.194778361,119.700558689,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
57,"Spectrogram 1",1,0,10.260891,1162.793,0.3432,10260.891,119.718622272,120.061830351,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
58,"Spectrogram 1",1,0,10.151733,602.93,0.569,10151.733,120.070862143,120.639865012,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
74,"Spectrogram 1",1,0,10.697525,1033.594,0.4877,10697.525,194.005107644,194.492824388,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
76,"Spectrogram 1",1,0,10.584,2928.516,0.0383,10584,204.324269237,204.362587883,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
77,"Spectrogram 1",1,0,10.584,1119.727,0.4662,10584,204.515862469,204.982072667,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
78,"Spectrogram 1",1,0,10.8045,861.328,0.3002,10804.5,204.004947184,204.305109914,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
79,"Spectrogram 1",1,0,10.3635,1162.793,0.4087,10363.5,205.0650964,205.473828628,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
80,"Spectrogram 1",1,0,10.25325,1507.324,0.4534,10253.25,205.448282864,205.90172018,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
81,"Spectrogram 1",1,0,10.584,1894.922,0.3385,10584,205.895333738,206.233815115,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
82,"Spectrogram 1",1,0,10.584,1076.66,0.9069,10584,206.240201556,207.147076187,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
83,"Spectrogram 1",1,0,10.584,1378.125,0.645,10584,208.060337189,208.705367736,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
87,"Spectrogram 1",1,0,10.584,1378.125,0.5492,10584,230.678665456,231.227899388,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
92,"Spectrogram 1",1,0,10.91475,861.328,0.5237,10914.75,261.173921339,261.697609506,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
94,"Spectrogram 1",1,0,10.833261,818.262,0.5428,10833.261,263.792362009,264.3352095,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
96,"Spectrogram 1",1,0,10.449783,1162.793,0.3832,10449.783,265.293175659,265.676362123,"y","n","n","n","n","n","n","4/ZOOM0020_TrLR-5.Table.1.selections.txt","ZOOM0020_TrLR-5.wav"
22,"Spectrogram 1",1,0,10.925676,1593.457,0.6897,10925.676,104.91394391,105.603679545,"y","n","n","n","n","n","n","4/ZOOM0022_TrLR-14.Table.1.selections.txt","ZOOM0022_TrLR-14.wav"
34,"Spectrogram 1",1,0,10.532812,1162.793,0.9196,10532.812,174.185831558,175.105479071,"y","n","n","n","n","n","n","4/ZOOM0022_TrLR-14.Table.1.selections.txt","ZOOM0022_TrLR-14.wav"
38,"Spectrogram 1",1,0,10.532812,1722.656,0.3321,10532.812,214.765278042,215.097372978,"y","n","n","n","n","n","n","4/ZOOM0022_TrLR-14.Table.1.selections.txt","ZOOM0022_TrLR-14.wav"
39,"Spectrogram 1",1,0,10.63125,1076.66,1.3284,10631.25,215.148464506,216.476844247,"y","n","n","n","n","n","n","4/ZOOM0022_TrLR-14.Table.1.selections.txt","ZOOM0022_TrLR-14.wav"
46,"Spectrogram 1",1,0,10.729687,1033.594,0.7408,10729.687,294.053422147,294.79424931,"y","n","n","n","n","n","n","4/ZOOM0022_TrLR-14.Table.1.selections.txt","ZOOM0022_TrLR-14.wav"
14,"Spectrogram 1",1,0,10.697525,2153.32,0.7045,10697.525,195.033482437,195.737962179,"y","y","n","n","n","n","n","4/ZOOM0022_TrLR-25.Table.1.selections.txt","ZOOM0022_TrLR-25.wav"
19,"Spectrogram 1",1,0,10.479208,861.328,1.0838,10479.208,234.789379593,235.873194581,"y","n","n","n","n","n","n","4/ZOOM0022_TrLR-25.Table.1.selections.txt","ZOOM0022_TrLR-25.wav"
21,"Spectrogram 1",1,0,10.697525,1162.793,0.578,10697.525,238.040824557,238.618859217,"y","n","n","n","n","n","n","4/ZOOM0022_TrLR-25.Table.1.selections.txt","ZOOM0022_TrLR-25.wav"
22,"Spectrogram 1",1,0,10.697525,1335.059,0.7225,10697.525,238.6369228,239.359466126,"y","n","n","n","n","n","n","4/ZOOM0022_TrLR-25.Table.1.selections.txt","ZOOM0022_TrLR-25.wav"
24,"Spectrogram 1",1,0,10.35,645.996,1.1199,10350,243.857298326,244.97724048,"y","n","n","n","n","n","n","4/ZOOM0022_TrLR-25.Table.1.selections.txt","ZOOM0022_TrLR-25.wav"
57,"Spectrogram 1",1,0,10.588366,1851.855,6.1236,10588.366,121.233930553,127.357485235,"y","n","y","n","n","n","n","4/ZOOM0022_TrLR-34.Table.1.selections.txt","ZOOM0022_TrLR-34.wav"
62,"Spectrogram 1",1,0,10.697525,1593.457,0.9032,10697.525,138.969441727,139.872620883,"y","n","n","n","n","n","n","4/ZOOM0022_TrLR-34.Table.1.selections.txt","ZOOM0022_TrLR-34.wav"
63,"Spectrogram 1",1,0,10.479208,1765.723,0.8851,10479.208,140.468719127,141.3538347,"y","n","n","n","n","n","n","4/ZOOM0022_TrLR-34.Table.1.selections.txt","ZOOM0022_TrLR-34.wav"
64,"Spectrogram 1",1,0,10.479208,1421.191,0.6503,10479.208,141.841551445,142.491840438,"y","n","n","n","n","n","n","4/ZOOM0022_TrLR-34.Table.1.selections.txt","ZOOM0022_TrLR-34.wav"
65,"Spectrogram 1",1,0,10.588366,1464.258,0.8671,10588.366,142.943430016,143.810482006,"y","n","n","n","n","n","n","4/ZOOM0022_TrLR-34.Table.1.selections.txt","ZOOM0022_TrLR-34.wav"
67,"Spectrogram 1",1,0,10.37005,1162.793,0.5238,10370.05,152.751955716,153.275799627,"y","n","n","n","n","n","n","4/ZOOM0022_TrLR-34.Table.1.selections.txt","ZOOM0022_TrLR-34.wav"
68,"Spectrogram 1",1,0,10.260891,990.527,0.6684,10260.891,153.311926794,153.980279369,"y","n","n","n","n","n","n","4/ZOOM0022_TrLR-34.Table.1.selections.txt","ZOOM0022_TrLR-34.wav"
69,"Spectrogram 1",1,0,10.588366,1205.859,1.2464,10588.366,154.016406536,155.262793772,"y","n","n","n","n","n","n","4/ZOOM0022_TrLR-34.Table.1.selections.txt","ZOOM0022_TrLR-34.wav"
70,"Spectrogram 1",1,0,10.151733,732.129,0.7406,10151.733,156.63562609,157.376232998,"y","n","n","n","n","n","n","4/ZOOM0022_TrLR-34.Table.1.selections.txt","ZOOM0022_TrLR-34.wav"
71,"Spectrogram 1",1,0,10.479208,1205.859,0.8671,10479.208,158.496175153,159.363227143,"y","n","n","n","n","n","n","4/ZOOM0022_TrLR-34.Table.1.selections.txt","ZOOM0022_TrLR-34.wav"
72,"Spectrogram 1",1,0,10.37005,990.527,0.9032,10370.05,159.471608642,160.374787798,"y","n","n","n","n","n","n","4/ZOOM0022_TrLR-34.Table.1.selections.txt","ZOOM0022_TrLR-34.wav"
